episode,step,state_row,state_col,action,next_row,next_col,reward,cell_cost,terminated,truncated
145,2,0,2,1,0,3,-1.0,1.0,False,False
145,3,0,3,1,0,4,-1.0,1.0,False,False
145,4,0,4,2,1,4,-2.0,2.0,False,False
145,5,1,4,2,2,4,-3.0,3.0,False,False
145,6,2,4,2,3,4,-4.0,4.0,False,False
145,7,3,4,2,4,4,-5.0,5.0,True,False
146,0,0,0,1,0,1,-1.0,1.0,False,False
146,1,0,1,1,0,2,-1.0,1.0,False,False
146,2,0,2,1,0,3,-1.0,1.0,False,False
146,3,0,3,1,0,4,-1.0,1.0,False,False
146,4,0,4,2,1,4,-2.0,2.0,False,False
146,5,1,4,2,2,4,-3.0,3.0,False,False
146,6,2,4,2,3,4,-4.0,4.0,False,False
146,7,3,4,2,4,4,-5.0,5.0,True,False
147,0,0,0,1,0,1,-1.0,1.0,False,False
147,1,0,1,1,0,2,-1.0,1.0,False,False
147,2,0,2,1,0,3,-1.0,1.0,False,False
147,3,0,3,1,0,4,-1.0,1.0,False,False
147,4,0,4,2,1,4,-2.0,2.0,False,False
147,5,1,4,2,2,4,-3.0,3.0,False,False
147,6,2,4,2,3,4,-4.0,4.0,False,False
147,7,3,4,2,4,4,-5.0,5.0,True,False
148,0,0,0,1,0,1,-1.0,1.0,False,False
148,1,0,1,1,0,2,-1.0,1.0,False,False
148,2,0,2,1,0,3,-1.0,1.0,False,False
148,3,0,3,1,0,4,-1.0,1.0,False,False
148,4,0,4,2,1,4,-2.0,2.0,False,False
148,5,1,4,2,2,4,-3.0,3.0,False,False
148,6,2,4,2,3,4,-4.0,4.0,False,False
148,7,3,4,2,4,4,-5.0,5.0,True,False
149,0,0,0,1,0,1,-1.0,1.0,False,False
149,1,0,1,1,0,2,-1.0,1.0,False,False
149,2,0,2,1,0,3,-1.0,1.0,False,False
149,3,0,3,1,0,4,-1.0,1.0,False,False
149,4,0,4,2,1,4,-2.0,2.0,False,False
149,5,1,4,2,2,4,-3.0,3.0,False,False
149,6,2,4,2,3,4,-4.0,4.0,False,False
149,7,3,4,2,4,4,-5.0,5.0,True,False
150,0,0,0,1,0,1,-1.0,1.0,False,False
150,1,0,1,1,0,2,-1.0,1.0,False,False
150,2,0,2,1,0,3,-1.0,1.0,False,False
150,3,0,3,1,0,4,-1.0,1.0,False,False
150,4,0,4,2,1,4,-2.0,2.0,False,False
150,5,1,4,2,2,4,-3.0,3.0,False,False
150,6,2,4,2,3,4,-4.0,4.0,False,False
150,7,3,4,2,4,4,-5.0,5.0,True,False
151,0,0,0,1,0,1,-1.0,1.0,False,False
151,1,0,1,1,0,2,-1.0,1.0,False,False
151,2,0,2,1,0,3,-1.0,1.0,False,False
151,3,0,3,1,0,4,-1.0,1.0,False,False
151,4,0,4,2,1,4,-2.0,2.0,False,False
151,5,1,4,2,2,4,-3.0,3.0,False,False
151,6,2,4,2,3,4,-4.0,4.0,False,False
151,7,3,4,2,4,4,-5.0,5.0,True,False
152,0,0,0,1,0,1,-1.0,1.0,False,False
152,1,0,1,1,0,2,-1.0,1.0,False,False
152,2,0,2,1,0,3,-1.0,1.0,False,False
152,3,0,3,1,0,4,-1.0,1.0,False,False
152,4,0,4,2,1,4,-2.0,2.0,False,False
152,5,1,4,2,2,4,-3.0,3.0,False,False
152,6,2,4,2,3,4,-4.0,4.0,False,False
152,7,3,4,2,4,4,-5.0,5.0,True,False
153,0,0,0,1,0,1,-1.0,1.0,False,False
153,1,0,1,1,0,2,-1.0,1.0,False,False
153,2,0,2,1,0,3,-1.0,1.0,False,False
153,3,0,3,1,0,4,-1.0,1.0,False,False
153,4,0,4,2,1,4,-2.0,2.0,False,False
153,5,1,4,2,2,4,-3.0,3.0,False,False
153,6,2,4,2,3,4,-4.0,4.0,False,False
153,7,3,4,2,4,4,-5.0,5.0,True,False
154,0,0,0,1,0,1,-1.0,1.0,False,False
154,1,0,1,1,0,2,-1.0,1.0,False,False
154,2,0,2,1,0,3,-1.0,1.0,False,False
154,3,0,3,1,0,4,-1.0,1.0,False,False
154,4,0,4,2,1,4,-2.0,2.0,False,False
154,5,1,4,2,2,4,-3.0,3.0,False,False
154,6,2,4,2,3,4,-4.0,4.0,False,False
154,7,3,4,2,4,4,-5.0,5.0,True,False
155,0,0,0,1,0,1,-1.0,1.0,False,False
155,1,0,1,1,0,2,-1.0,1.0,False,False
155,2,0,2,1,0,3,-1.0,1.0,False,False
155,3,0,3,1,0,4,-1.0,1.0,False,False
155,4,0,4,2,1,4,-2.0,2.0,False,False
155,5,1,4,2,2,4,-3.0,3.0,False,False
155,6,2,4,2,3,4,-4.0,4.0,False,False
155,7,3,4,2,4,4,-5.0,5.0,True,False
156,0,0,0,1,0,1,-1.0,1.0,False,False
156,1,0,1,1,0,2,-1.0,1.0,False,False
156,2,0,2,1,0,3,-1.0,1.0,False,False
156,3,0,3,1,0,4,-1.0,1.0,False,False
156,4,0,4,2,1,4,-2.0,2.0,False,False
156,5,1,4,2,2,4,-3.0,3.0,False,False
156,6,2,4,2,3,4,-4.0,4.0,False,False
156,7,3,4,2,4,4,-5.0,5.0,True,False
157,0,0,0,1,0,1,-1.0,1.0,False,False
157,1,0,1,1,0,2,-1.0,1.0,False,False
157,2,0,2,1,0,3,-1.0,1.0,False,False
157,3,0,3,1,0,4,-1.0,1.0,False,False
157,4,0,4,2,1,4,-2.0,2.0,False,False
157,5,1,4,2,2,4,-3.0,3.0,False,False
157,6,2,4,2,3,4,-4.0,4.0,False,False
157,7,3,4,2,4,4,-5.0,5.0,True,False
158,0,0,0,1,0,1,-1.0,1.0,False,False
158,1,0,1,1,0,2,-1.0,1.0,False,False
158,2,0,2,1,0,3,-1.0,1.0,False,False
158,3,0,3,1,0,4,-1.0,1.0,False,False
158,4,0,4,2,1,4,-2.0,2.0,False,False
158,5,1,4,2,2,4,-3.0,3.0,False,False
158,6,2,4,2,3,4,-4.0,4.0,False,False
158,7,3,4,2,4,4,-5.0,5.0,True,False
159,0,0,0,1,0,1,-1.0,1.0,False,False
159,1,0,1,1,0,2,-1.0,1.0,False,False
159,2,0,2,1,0,3,-1.0,1.0,False,False
159,3,0,3,1,0,4,-1.0,1.0,False,False
159,4,0,4,2,1,4,-2.0,2.0,False,False
159,5,1,4,2,2,4,-3.0,3.0,False,False
159,6,2,4,2,3,4,-4.0,4.0,False,False
159,7,3,4,2,4,4,-5.0,5.0,True,False
160,0,0,0,1,0,1,-1.0,1.0,False,False
160,1,0,1,1,0,2,-1.0,1.0,False,False
160,2,0,2,1,0,3,-1.0,1.0,False,False
160,3,0,3,1,0,4,-1.0,1.0,False,False
160,4,0,4,2,1,4,-2.0,2.0,False,False
160,5,1,4,2,2,4,-3.0,3.0,False,False
160,6,2,4,2,3,4,-4.0,4.0,False,False
160,7,3,4,2,4,4,-5.0,5.0,True,False
161,0,0,0,1,0,1,-1.0,1.0,False,False
161,1,0,1,1,0,2,-1.0,1.0,False,False
161,2,0,2,1,0,3,-1.0,1.0,False,False
161,3,0,3,1,0,4,-1.0,1.0,False,False
161,4,0,4,2,1,4,-2.0,2.0,False,False
161,5,1,4,2,2,4,-3.0,3.0,False,False
161,6,2,4,2,3,4,-4.0,4.0,False,False
161,7,3,4,2,4,4,-5.0,5.0,True,False
162,0,0,0,1,0,1,-1.0,1.0,False,False
162,1,0,1,1,0,2,-1.0,1.0,False,False
162,2,0,2,1,0,3,-1.0,1.0,False,False
162,3,0,3,1,0,4,-1.0,1.0,False,False
162,4,0,4,2,1,4,-2.0,2.0,False,False
162,5,1,4,2,2,4,-3.0,3.0,False,False
162,6,2,4,2,3,4,-4.0,4.0,False,False
162,7,3,4,2,4,4,-5.0,5.0,True,False
163,0,0,0,1,0,1,-1.0,1.0,False,False
163,1,0,1,1,0,2,-1.0,1.0,False,False
163,2,0,2,1,0,3,-1.0,1.0,False,False
163,3,0,3,1,0,4,-1.0,1.0,False,False
163,4,0,4,2,1,4,-2.0,2.0,False,False
163,5,1,4,2,2,4,-3.0,3.0,False,False
163,6,2,4,2,3,4,-4.0,4.0,False,False
163,7,3,4,2,4,4,-5.0,5.0,True,False
164,0,0,0,1,0,1,-1.0,1.0,False,False
164,1,0,1,1,0,2,-1.0,1.0,False,False
164,2,0,2,1,0,3,-1.0,1.0,False,False
164,3,0,3,1,0,4,-1.0,1.0,False,False
164,4,0,4,2,1,4,-2.0,2.0,False,False
164,5,1,4,2,2,4,-3.0,3.0,False,False
164,6,2,4,2,3,4,-4.0,4.0,False,False
164,7,3,4,2,4,4,-5.0,5.0,True,False
165,0,0,0,1,0,1,-1.0,1.0,False,False
165,1,0,1,1,0,2,-1.0,1.0,False,False
165,2,0,2,1,0,3,-1.0,1.0,False,False
165,3,0,3,1,0,4,-1.0,1.0,False,False
165,4,0,4,2,1,4,-2.0,2.0,False,False
165,5,1,4,2,2,4,-3.0,3.0,False,False
165,6,2,4,2,3,4,-4.0,4.0,False,False
165,7,3,4,2,4,4,-5.0,5.0,True,False
166,0,0,0,1,0,1,-1.0,1.0,False,False
166,1,0,1,1,0,2,-1.0,1.0,False,False
166,2,0,2,1,0,3,-1.0,1.0,False,False
166,3,0,3,1,0,4,-1.0,1.0,False,False
166,4,0,4,2,1,4,-2.0,2.0,False,False
166,5,1,4,2,2,4,-3.0,3.0,False,False
166,6,2,4,2,3,4,-4.0,4.0,False,False
166,7,3,4,2,4,4,-5.0,5.0,True,False
167,0,0,0,1,0,1,-1.0,1.0,False,False
167,1,0,1,1,0,2,-1.0,1.0,False,False
167,2,0,2,1,0,3,-1.0,1.0,False,False
167,3,0,3,1,0,4,-1.0,1.0,False,False
167,4,0,4,2,1,4,-2.0,2.0,False,False
167,5,1,4,2,2,4,-3.0,3.0,False,False
167,6,2,4,2,3,4,-4.0,4.0,False,False
167,7,3,4,2,4,4,-5.0,5.0,True,False
168,0,0,0,1,0,1,-1.0,1.0,False,False
168,1,0,1,1,0,2,-1.0,1.0,False,False
168,2,0,2,1,0,3,-1.0,1.0,False,False
168,3,0,3,1,0,4,-1.0,1.0,False,False
168,4,0,4,2,1,4,-2.0,2.0,False,False
168,5,1,4,2,2,4,-3.0,3.0,False,False
168,6,2,4,2,3,4,-4.0,4.0,False,False
168,7,3,4,2,4,4,-5.0,5.0,True,False
169,0,0,0,1,0,1,-1.0,1.0,False,False
169,1,0,1,1,0,2,-1.0,1.0,False,False
169,2,0,2,1,0,3,-1.0,1.0,False,False
169,3,0,3,1,0,4,-1.0,1.0,False,False
169,4,0,4,2,1,4,-2.0,2.0,False,False
169,5,1,4,2,2,4,-3.0,3.0,False,False
169,6,2,4,2,3,4,-4.0,4.0,False,False
169,7,3,4,2,4,4,-5.0,5.0,True,False
170,0,0,0,1,0,1,-1.0,1.0,False,False
170,1,0,1,1,0,2,-1.0,1.0,False,False
170,2,0,2,1,0,3,-1.0,1.0,False,False
170,3,0,3,1,0,4,-1.0,1.0,False,False
170,4,0,4,2,1,4,-2.0,2.0,False,False
170,5,1,4,2,2,4,-3.0,3.0,False,False
170,6,2,4,2,3,4,-4.0,4.0,False,False
170,7,3,4,2,4,4,-5.0,5.0,True,False
171,0,0,0,1,0,1,-1.0,1.0,False,False
171,1,0,1,1,0,2,-1.0,1.0,False,False
171,2,0,2,1,0,3,-1.0,1.0,False,False
171,3,0,3,1,0,4,-1.0,1.0,False,False
171,4,0,4,2,1,4,-2.0,2.0,False,False
171,5,1,4,2,2,4,-3.0,3.0,False,False
171,6,2,4,2,3,4,-4.0,4.0,False,False
171,7,3,4,2,4,4,-5.0,5.0,True,False
172,0,0,0,1,0,1,-1.0,1.0,False,False
172,1,0,1,1,0,2,-1.0,1.0,False,False
172,2,0,2,1,0,3,-1.0,1.0,False,False
172,3,0,3,1,0,4,-1.0,1.0,False,False
172,4,0,4,2,1,4,-2.0,2.0,False,False
172,5,1,4,2,2,4,-3.0,3.0,False,False
172,6,2,4,2,3,4,-4.0,4.0,False,False
172,7,3,4,2,4,4,-5.0,5.0,True,False
173,0,0,0,1,0,1,-1.0,1.0,False,False
173,1,0,1,1,0,2,-1.0,1.0,False,False
173,2,0,2,1,0,3,-1.0,1.0,False,False
173,3,0,3,1,0,4,-1.0,1.0,False,False
173,4,0,4,2,1,4,-2.0,2.0,False,False
173,5,1,4,2,2,4,-3.0,3.0,False,False
173,6,2,4,2,3,4,-4.0,4.0,False,False
173,7,3,4,2,4,4,-5.0,5.0,True,False
174,0,0,0,1,0,1,-1.0,1.0,False,False
174,1,0,1,1,0,2,-1.0,1.0,False,False
174,2,0,2,1,0,3,-1.0,1.0,False,False
174,3,0,3,1,0,4,-1.0,1.0,False,False
174,4,0,4,2,1,4,-2.0,2.0,False,False
174,5,1,4,2,2,4,-3.0,3.0,False,False
174,6,2,4,2,3,4,-4.0,4.0,False,False
174,7,3,4,2,4,4,-5.0,5.0,True,False
175,0,0,0,1,0,1,-1.0,1.0,False,False
175,1,0,1,1,0,2,-1.0,1.0,False,False
175,2,0,2,1,0,3,-1.0,1.0,False,False
175,3,0,3,1,0,4,-1.0,1.0,False,False
175,4,0,4,2,1,4,-2.0,2.0,False,False
175,5,1,4,2,2,4,-3.0,3.0,False,False
175,6,2,4,2,3,4,-4.0,4.0,False,False
175,7,3,4,2,4,4,-5.0,5.0,True,False
176,0,0,0,1,0,1,-1.0,1.0,False,False
176,1,0,1,1,0,2,-1.0,1.0,False,False
176,2,0,2,1,0,3,-1.0,1.0,False,False
176,3,0,3,1,0,4,-1.0,1.0,False,False
176,4,0,4,2,1,4,-2.0,2.0,False,False
176,5,1,4,2,2,4,-3.0,3.0,False,False
176,6,2,4,2,3,4,-4.0,4.0,False,False
176,7,3,4,2,4,4,-5.0,5.0,True,False
177,0,0,0,1,0,1,-1.0,1.0,False,False
177,1,0,1,1,0,2,-1.0,1.0,False,False
177,2,0,2,1,0,3,-1.0,1.0,False,False
177,3,0,3,1,0,4,-1.0,1.0,False,False
177,4,0,4,2,1,4,-2.0,2.0,False,False
177,5,1,4,2,2,4,-3.0,3.0,False,False
177,6,2,4,2,3,4,-4.0,4.0,False,False
177,7,3,4,2,4,4,-5.0,5.0,True,False
178,0,0,0,1,0,1,-1.0,1.0,False,False
178,1,0,1,1,0,2,-1.0,1.0,False,False
178,2,0,2,1,0,3,-1.0,1.0,False,False
178,3,0,3,1,0,4,-1.0,1.0,False,False
178,4,0,4,2,1,4,-2.0,2.0,False,False
178,5,1,4,2,2,4,-3.0,3.0,False,False
178,6,2,4,2,3,4,-4.0,4.0,False,False
178,7,3,4,2,4,4,-5.0,5.0,True,False
179,0,0,0,1,0,1,-1.0,1.0,False,False
179,1,0,1,1,0,2,-1.0,1.0,False,False
179,2,0,2,1,0,3,-1.0,1.0,False,False
179,3,0,3,1,0,4,-1.0,1.0,False,False
179,4,0,4,2,1,4,-2.0,2.0,False,False
179,5,1,4,2,2,4,-3.0,3.0,False,False
179,6,2,4,2,3,4,-4.0,4.0,False,False
179,7,3,4,2,4,4,-5.0,5.0,True,False
180,0,0,0,1,0,1,-1.0,1.0,False,False
180,1,0,1,1,0,2,-1.0,1.0,False,False
180,2,0,2,1,0,3,-1.0,1.0,False,False
180,3,0,3,1,0,4,-1.0,1.0,False,False
180,4,0,4,2,1,4,-2.0,2.0,False,False
180,5,1,4,2,2,4,-3.0,3.0,False,False
180,6,2,4,2,3,4,-4.0,4.0,False,False
180,7,3,4,2,4,4,-5.0,5.0,True,False
181,0,0,0,1,0,1,-1.0,1.0,False,False
181,1,0,1,1,0,2,-1.0,1.0,False,False
181,2,0,2,1,0,3,-1.0,1.0,False,False
181,3,0,3,1,0,4,-1.0,1.0,False,False
181,4,0,4,2,1,4,-2.0,2.0,False,False
181,5,1,4,2,2,4,-3.0,3.0,False,False
181,6,2,4,2,3,4,-4.0,4.0,False,False
181,7,3,4,2,4,4,-5.0,5.0,True,False
182,0,0,0,1,0,1,-1.0,1.0,False,False
182,1,0,1,1,0,2,-1.0,1.0,False,False
182,2,0,2,1,0,3,-1.0,1.0,False,False
182,3,0,3,1,0,4,-1.0,1.0,False,False
182,4,0,4,2,1,4,-2.0,2.0,False,False
182,5,1,4,2,2,4,-3.0,3.0,False,False
182,6,2,4,2,3,4,-4.0,4.0,False,False
182,7,3,4,2,4,4,-5.0,5.0,True,False
183,0,0,0,1,0,1,-1.0,1.0,False,False
183,1,0,1,1,0,2,-1.0,1.0,False,False
183,2,0,2,1,0,3,-1.0,1.0,False,False
183,3,0,3,1,0,4,-1.0,1.0,False,False
183,4,0,4,2,1,4,-2.0,2.0,False,False
183,5,1,4,2,2,4,-3.0,3.0,False,False
183,6,2,4,2,3,4,-4.0,4.0,False,False
183,7,3,4,2,4,4,-5.0,5.0,True,False
184,0,0,0,1,0,1,-1.0,1.0,False,False
184,1,0,1,1,0,2,-1.0,1.0,False,False
184,2,0,2,1,0,3,-1.0,1.0,False,False
184,3,0,3,1,0,4,-1.0,1.0,False,False
184,4,0,4,2,1,4,-2.0,2.0,False,False
184,5,1,4,2,2,4,-3.0,3.0,False,False
184,6,2,4,2,3,4,-4.0,4.0,False,False
184,7,3,4,2,4,4,-5.0,5.0,True,False
185,0,0,0,1,0,1,-1.0,1.0,False,False
185,1,0,1,1,0,2,-1.0,1.0,False,False
185,2,0,2,1,0,3,-1.0,1.0,False,False
185,3,0,3,1,0,4,-1.0,1.0,False,False
185,4,0,4,2,1,4,-2.0,2.0,False,False
185,5,1,4,2,2,4,-3.0,3.0,False,False
185,6,2,4,2,3,4,-4.0,4.0,False,False
185,7,3,4,2,4,4,-5.0,5.0,True,False
186,0,0,0,1,0,1,-1.0,1.0,False,False
186,1,0,1,1,0,2,-1.0,1.0,False,False
186,2,0,2,1,0,3,-1.0,1.0,False,False
186,3,0,3,1,0,4,-1.0,1.0,False,False
186,4,0,4,2,1,4,-2.0,2.0,False,False
186,5,1,4,2,2,4,-3.0,3.0,False,False
186,6,2,4,2,3,4,-4.0,4.0,False,False
186,7,3,4,2,4,4,-5.0,5.0,True,False
187,0,0,0,1,0,1,-1.0,1.0,False,False
187,1,0,1,1,0,2,-1.0,1.0,False,False
187,2,0,2,1,0,3,-1.0,1.0,False,False
187,3,0,3,1,0,4,-1.0,1.0,False,False
187,4,0,4,2,1,4,-2.0,2.0,False,False
187,5,1,4,2,2,4,-3.0,3.0,False,False
187,6,2,4,2,3,4,-4.0,4.0,False,False
187,7,3,4,2,4,4,-5.0,5.0,True,False
188,0,0,0,1,0,1,-1.0,1.0,False,False
188,1,0,1,1,0,2,-1.0,1.0,False,False
188,2,0,2,1,0,3,-1.0,1.0,False,False
188,3,0,3,1,0,4,-1.0,1.0,False,False
188,4,0,4,2,1,4,-2.0,2.0,False,False
188,5,1,4,2,2,4,-3.0,3.0,False,False
188,6,2,4,2,3,4,-4.0,4.0,False,False
188,7,3,4,2,4,4,-5.0,5.0,True,False
189,0,0,0,1,0,1,-1.0,1.0,False,False
189,1,0,1,1,0,2,-1.0,1.0,False,False
189,2,0,2,1,0,3,-1.0,1.0,False,False
189,3,0,3,1,0,4,-1.0,1.0,False,False
189,4,0,4,2,1,4,-2.0,2.0,False,False
189,5,1,4,2,2,4,-3.0,3.0,False,False
189,6,2,4,2,3,4,-4.0,4.0,False,False
189,7,3,4,2,4,4,-5.0,5.0,True,False
190,0,0,0,1,0,1,-1.0,1.0,False,False
190,1,0,1,1,0,2,-1.0,1.0,False,False
190,2,0,2,1,0,3,-1.0,1.0,False,False
190,3,0,3,1,0,4,-1.0,1.0,False,False
190,4,0,4,2,1,4,-2.0,2.0,False,False
190,5,1,4,2,2,4,-3.0,3.0,False,False
190,6,2,4,2,3,4,-4.0,4.0,False,False
190,7,3,4,2,4,4,-5.0,5.0,True,False
191,0,0,0,1,0,1,-1.0,1.0,False,False
191,1,0,1,1,0,2,-1.0,1.0,False,False
191,2,0,2,1,0,3,-1.0,1.0,False,False
191,3,0,3,1,0,4,-1.0,1.0,False,False
191,4,0,4,2,1,4,-2.0,2.0,False,False
191,5,1,4,2,2,4,-3.0,3.0,False,False
191,6,2,4,2,3,4,-4.0,4.0,False,False
191,7,3,4,2,4,4,-5.0,5.0,True,False
192,0,0,0,1,0,1,-1.0,1.0,False,False
192,1,0,1,1,0,2,-1.0,1.0,False,False
192,2,0,2,1,0,3,-1.0,1.0,False,False
192,3,0,3,1,0,4,-1.0,1.0,False,False
192,4,0,4,2,1,4,-2.0,2.0,False,False
192,5,1,4,2,2,4,-3.0,3.0,False,False
192,6,2,4,2,3,4,-4.0,4.0,False,False
192,7,3,4,2,4,4,-5.0,5.0,True,False
193,0,0,0,1,0,1,-1.0,1.0,False,False
193,1,0,1,1,0,2,-1.0,1.0,False,False
193,2,0,2,1,0,3,-1.0,1.0,False,False
193,3,0,3,1,0,4,-1.0,1.0,False,False
193,4,0,4,2,1,4,-2.0,2.0,False,False
193,5,1,4,2,2,4,-3.0,3.0,False,False
193,6,2,4,2,3,4,-4.0,4.0,False,False
193,7,3,4,2,4,4,-5.0,5.0,True,False
194,0,0,0,1,0,1,-1.0,1.0,False,False
194,1,0,1,1,0,2,-1.0,1.0,False,False
194,2,0,2,1,0,3,-1.0,1.0,False,False
194,3,0,3,1,0,4,-1.0,1.0,False,False
194,4,0,4,2,1,4,-2.0,2.0,False,False
194,5,1,4,2,2,4,-3.0,3.0,False,False
194,6,2,4,2,3,4,-4.0,4.0,False,False
194,7,3,4,2,4,4,-5.0,5.0,True,False
195,0,0,0,1,0,1,-1.0,1.0,False,False
195,1,0,1,1,0,2,-1.0,1.0,False,False
195,2,0,2,1,0,3,-1.0,1.0,False,False
195,3,0,3,1,0,4,-1.0,1.0,False,False
195,4,0,4,2,1,4,-2.0,2.0,False,False
195,5,1,4,2,2,4,-3.0,3.0,False,False
195,6,2,4,2,3,4,-4.0,4.0,False,False
195,7,3,4,2,4,4,-5.0,5.0,True,False
196,0,0,0,1,0,1,-1.0,1.0,False,False
196,1,0,1,1,0,2,-1.0,1.0,False,False
196,2,0,2,1,0,3,-1.0,1.0,False,False
196,3,0,3,1,0,4,-1.0,1.0,False,False
196,4,0,4,2,1,4,-2.0,2.0,False,False
196,5,1,4,2,2,4,-3.0,3.0,False,False
196,6,2,4,2,3,4,-4.0,4.0,False,False
196,7,3,4,2,4,4,-5.0,5.0,True,False
197,0,0,0,1,0,1,-1.0,1.0,False,False
197,1,0,1,1,0,2,-1.0,1.0,False,False
197,2,0,2,1,0,3,-1.0,1.0,False,False
197,3,0,3,1,0,4,-1.0,1.0,False,False
197,4,0,4,2,1,4,-2.0,2.0,False,False
197,5,1,4,2,2,4,-3.0,3.0,False,False
197,6,2,4,2,3,4,-4.0,4.0,False,False
197,7,3,4,2,4,4,-5.0,5.0,True,False
198,0,0,0,1,0,1,-1.0,1.0,False,False
198,1,0,1,1,0,2,-1.0,1.0,False,False
198,2,0,2,1,0,3,-1.0,1.0,False,False
198,3,0,3,1,0,4,-1.0,1.0,False,False
198,4,0,4,2,1,4,-2.0,2.0,False,False
198,5,1,4,2,2,4,-3.0,3.0,False,False
198,6,2,4,2,3,4,-4.0,4.0,False,False
198,7,3,4,2,4,4,-5.0,5.0,True,False
199,0,0,0,1,0,1,-1.0,1.0,False,False
199,1,0,1,1,0,2,-1.0,1.0,False,False
199,2,0,2,1,0,3,-1.0,1.0,False,False
199,3,0,3,1,0,4,-1.0,1.0,False,False
199,4,0,4,2,1,4,-2.0,2.0,False,False
199,5,1,4,2,2,4,-3.0,3.0,False,False
199,6,2,4,2,3,4,-4.0,4.0,False,False
199,7,3,4,2,4,4,-5.0,5.0,True,False
